,brand,jenis
630,REAKTIF 490 SL,Herbisida
631,HADES 123 SL,Insektisida
632,DUPLUS 145/77 SC,Insektisida
633,CYPERMETHRIN 92 % TC,Insektisida
634,TRICLOMAX 834 EC ,Herbisida
635,NARA 865 SL,Herbisida
636,OMNI-CARE 288 EC,Herbisida
637,DIABLO 36 EC,Insektisida
638,VAPE 24.2 LV,Pestisida Rumah Tangga
639,RAINFOS 550 EC,Insektisida
640,PROMECTIN 60 EC,Insektisida
641,SERENDY 28 WP,Herbisida
642,KAMUI 106 SC,Insektisida
643,AMSINAT 150 SL,Herbisida
644,MONOSULTAP 95 TC  ,Insektisida
645,PROTAB 10 TB,Zat Pengatur Tumbuh Tanaman
646,VAPE MOSQUITO COIL Ma MC,Pestisida Rumah Tangga
647,BT-PLUS WP,Insektisida
648,MARDOCK 400 SL,Zat Pengatur Tumbuh Tanaman
649,ZIPUT 15 PL,Moluskisida
650,HERBISAL 480 SL,Herbisida
651,LANG-KIL 276 SL,Herbisida
652,APURI 50 WP,Herbisida
653,HYPOTECH 500 SL,Insektisida
654,VAPE 1.1. MV,Pestisida Rumah Tangga
655,QUICKPHOS 56 P*,Fumigan
656,PARAKUAT DIKLORIDA,Herbisida
657,DURAMIL 500 EC,Herbisida
658,STRATAGEM 0.005 BB,Rodentisida
659,GULMARON 500 SC,Herbisida
660,MEKILL 24 WG,Herbisida
661,BM THIOMET 200 SL,Insektisida
662,FULLERTON 40 SP,Insektisida
663,VECTOBAC WG,Pestisida Pengendalian Vektor Penyakit Pada Manusia
664,MEOTHRIN 50 EC,Insektisida
665,BASIS 150 SL,Herbisida
666,TRUSINATE 80 SG,Herbisida
667,"SIDARAT 0,005BB",Rodentisida
668,MORTEIN TIGARODA 0.005 MC ,Pestisida Rumah Tangga
669,MARVICK 100 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
670,BARESTAN 60 WP,Moluskisida
671,DIFENOCONAZOLE 95 TC,Fungisida
672,Parakuat Diklorida 42 TC,Herbisida
673,Kenanga 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
674,SUPEGIBB 20 TB,Zat Pengatur Tumbuh Tanaman
675,TAMIPSIN 500 EC,Fungisida
676,POSEIDON 50/50 EC,Insektisida
677,CAP MACAN 338 SL,Herbisida
678,TERMITOK 200 EC,Bahan pengawet kayu
679,HIT 0.606 MV,Pestisida Rumah Tangga
680,AMETREX 500 SC,Herbisida
681,FRESH-NIL 77 WP,Fungisida
682,FASNATE 25 WP,Insektisida
683,TROBINTOP 250,Fungisida
684,Copper Oxychloride 98 TC,Pestisida lain-lain
685,CYPERMETHRIN 92 TC,Insektisida
686,BARUEKS,Fungisida
687,ORYZOLE 250 EC,Fungisida
688,TILLO 500 SC,Fungisida
689,Desanto 200 SL,Insektisida
690,BETAFOG 15 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
691,HIT 0.63 AE,Pestisida Rumah Tangga
692,ENLAPIC 100 EC,Fungisida
693,MASKUAT 138 SL,Herbisida
694,AGRINEEM 0.03 EC,Insektisida
695,AMETREX 80 WP,Herbisida
696,DONKEY 40 WP,Insektisida
697,VERLON 30 WP,Herbisida
698,"SIME EBOR 2030 0,003BB",Rodentisida
699,VELOCE 160/220 SC,Insektisida
700,QUEEN 25 WP,Herbisida
701,FUTSANIL 50 WP,Fungisida
702,PRYLLA PLUS 90 WG,Herbisida
703,BIOBAN™ BP-PLUS Preservative,Pestisida lain-lain
704,LOSMINE 50 EC,Insektisida
705,IMIDAGOLD 200 SL,Insektisida
706,RIOSOL 250 EC,Fungisida
707,STAR 250 SC ,Zat Pengatur Tumbuh Tanaman
708,ISOPROPILAMINA GLIFOSAT 62 TK,Herbisida
709,UNIQUAT 276 SL*,Herbisida
710,UTHANE-BLUE 80 WP,Fungisida
711,TERRADOR 70 WG,Herbisida
712,AGSTAP 50 SP,Insektisida
713,VAPE 4.1 MV,Pestisida Rumah Tangga
714,TERMESTOK 200 SL,Insektisida
715,AMSINAT 150 SL,Herbisida
716,METACHLOR 650 EC,Insektisida
717,FUMILIKUID 2 GA,Fumigan
718,NEO XONE 276 SL*,Herbisida
719,PHOSTHENE 97 WG,Insektisida
720,BESCLAIM 30 EC,Insektisida
721,CANON-PLUS 5 SG,Insektisida
722,MANZEB 80 WP,Fungisida
723,DKPRO-NIL 50 SC,Insektisida
724,PROTEOME 400 EC,Fungisida
725,SAMAR 75 WP ,Fungisida
726,ZENITH 75 WP,Fungisida
727,BOVENTO 100/100 SC,Insektisida
728,SOPETON 108 EC,Insektisida
729,ABAMECTIN 95 TC,Insektisida
730,WYNCARON 800 SC,Herbisida
731,FENVAL 200 EC,Insektisida
732,ROTANIL 75 WP,Fungisida
733,SERCADIS PLUS 125 SC,Fungisida
734,BENMATI 0.005 BB,Rodentisida
735,COBA 17 DSEMBER,Herbisida
736,PRIMADECO WP,Fungisida
737,ABATE HOME 1 GR,Pestisida Rumah Tangga
738,HAMADOR 25 EC,Insektisida
739,JAYAM 50 EC,Insektisida
740,PROKSI 500 EC,Insektisida
741,BORNEO UP 500 SL,Herbisida
742,CETAR 555 SL,Herbisida
743,BUPROLORD 250 SC,Insektisida
744,DIPEL SC,Insektisida
745,SUMO 50 EC,Insektisida
746,APOYOXONE 138 SL,Herbisida
747,HOPTARA 500 EC,Insektisida
748,Welchem 500 SC,Insektisida
749,CENTAFUR 3 GR,Insektisida
750,SIDAPYR 325 EC,Insektisida
751,RAGET 125 PA,Zat Pengatur Tumbuh Tanaman
752,DIFENOCONAZOLE 96 TC,Fungisida
753,SRI MAGIO 325 SC,Fungisida
754,PIRADIN 138 SL*,Herbisida
755,DEET 95 TC,Insektisida
756,AGIB 10 SP ,Zat Pengatur Tumbuh Tanaman
757,LIBERTY 80 WP ,Fungisida
758,PRIMAJOS 865 SL,Herbisida
759,ARCHER  20 WG,Herbisida
760,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman
761,BESTLANG 480 SL,Herbisida
762,INTEAM 150 SL,Herbisida
763,HIT MAGIC 0.103 FU,Pestisida Rumah Tangga
764,INFINITO 687.5 SC,Fungisida
765,POSTRIN 500/50 EC,Insektisida
766,Olyset Net 2 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
767,CHITHAN 80 WP,Fungisida
768,SANKILL 530/60 EC,Insektisida
769,ANTARPOL 70 WP,Fungisida
770,NIKLOSAMIDA 97 TC,Moluskisida
771,WEEDAMIN 865 SL,Herbisida
772,LUGEN 100 EC,Insektisida
773,JOKER GRAN 97 SG,Insektisida
774,BENAPIR 300 EC,Insektisida
775,LORENTZ 61 EC,Insektisida
776,GLIFOSAT 95 TC,Herbisida
777,CENTAXONE 135 SL*,Herbisida
778,KRESPHO 54 TC,Pestisida lain-lain
779,SILVADUR™ 930 FLEX Antimicrobial,Pestisida lain-lain
780,WINTAG 490 SL,Herbisida
781,PRIME PLUS 25 EC,Zat Pengatur Tumbuh Tanaman
782,MEILLER 50 SC,Insektisida
783,RATILON 0.005 RB,Rodentisida
784,BESTCRON 500 EC,Insektisida
785,PRIMA-CARE 480 EC,Herbisida
786,PIRAZOSULFURON 97 TC,Herbisida
787,SUPRANIL 75 WP,Fungisida
788,NEOTRIN 50 EC,Insektisida
789,KARDAN 4 GR,Insektisida
790,BAKOCLEAN 480 EC,Herbisida
791,VAPE 0.4 AE,Pestisida Rumah Tangga
792,BETAZOLE 450 SC,Fungisida
793,VICENZA 530/100 SC,Herbisida
794,AMORA 200 SL,Herbisida
795,HIT MAGIC 0.6 FU,Pestisida Rumah Tangga
796,PETIR 480 SL,Herbisida
797,YAPEN 400/25 EC,Insektisida
798,CTS NATURAL COIL,Pestisida Rumah Tangga
799,NEOLONE™ PHCG Preservative,Pestisida lain-lain
800,REGGI 60 EC,Insektisida
801,PROSID 25 WP,Insektisida
802,WOLKY 60 WG,Herbisida
803,GIBERPAT 20 TB,Zat Pengatur Tumbuh Tanaman
804,TRIDA UP 485 SL,Herbisida
805,"Aneto 0,5 GR",Insektisida
806,HYKOP 250 SL,Atraktan / Feromon
807,UNITOP 480 SL,Herbisida
808,THIRAM 95 TC,Fungisida
809,GANENDRA 75 WP,Fungisida
810,TANDEM 325 SC,Fungisida
811,STOPHAMA 300 EC,Insektisida
812,TRANSFLUTRHIN 92 TC,Insektisida
813,ALBERTO 375 SC,Fungisida
814,ROYALCYPER 250 EC,Insektisida
815,"KINGKONG 0,058 MC",Pestisida Rumah Tangga
816,SATURN-D 6 GR,Herbisida
817,DYNASTY 400 SL,Insektisida
818,VECTOBAC WG,Pestisida Pengendalian Vektor Penyakit Pada Manusia
819,MANGUNI 0.3 AE,Pestisida Rumah Tangga
820,GAPLUS 20 TB,Zat Pengatur Tumbuh Tanaman
821,STADIUM 18 EC,Insektisida
822,ERUCA 40 SP,Insektisida
823,RILLY 20 WG,Herbisida
824,REALUP 480 SL,Herbisida
825,AVIORE 250 SC,Fungisida
826,OXAMYL 95 TC,Insektisida
827,ROSE UP 525 SL,Herbisida
828,TANTAN 250 SC,Fungisida
829,RAINKOPRAL 60 WG,Fungisida
830,DOUBLE FISH 15 GR,Moluskisida
831,GLYPHOSATE 95 TC,Herbisida
832,HEXARON 46.8/13.2 WG,Herbisida
833,KLIKER 500 SC,Herbisida
834,ELECTRON 50/550 EC,Insektisida
835,MOSNON TB,Pestisida Rumah Tangga
836,KENTARA 200 EC,Insektisida
837,PYRAMID 72 WP,Fungisida
838,PANINDO 10 WP,Insektisida
839,APPLAUD 100 EC,Insektisida
840,FUNGIFLEX 100 EC,Bahan pengawet kayu
841,QUICKMITE 50 WG,Insektisida
842,HIT 30 MV,Pestisida Rumah Tangga
843,NICEXIL 50 WP,Fungisida
844,DENSE 70 WP,Fungisida
845,MIPCINDO 50 WP,Insektisida
846,AMIDA 200 SL,Insektisida
847,VELICA 20 WP,Fungisida
848,REVUS 250 SC  ,Fungisida
849,HIT 0.17 AE,Pestisida Rumah Tangga
850,AMETREX 80 WG,Herbisida
851,NARA 865 SL,Herbisida
852,PENTA-FURON 20 WP,Herbisida
853,TRUE 480 SL,Herbisida
854,AFONIL 50 SC ,Insektisida
855,QIUNIL 75 WP,Fungisida
856,Sildok 50 EC,Insektisida
857,GATIGA 5 WP,Zat Pengatur Tumbuh Tanaman
858,PLATOON 75 WP,Fungisida
859,BIOCRON 500 EC,Insektisida
860,HIT 22.34 LV,Pestisida Rumah Tangga
861,AGIB 10 SP,Zat Pengatur Tumbuh Tanaman
862,CONVEY 336 SC,Herbisida
863,PARAMOUNT 50 WP,Insektisida
864,OXAMYL 100 SL,Insektisida
865,FOLITEC 25 EC,Insektisida
866,ARCHER 20 WP,Herbisida
867,Manxyl 68 WP,Fungisida
868,AMETRYN 97 TC,Herbisida
869,SUMIONE 93 TC,Pestisida Rumah Tangga
870,TOPSINDO 70 WP,Fungisida
871,REXLON 670 EC,Herbisida
872,QUICKPHOS 56 P*,Fumigan
873,DOUBLEMINE 300/100 SL,Herbisida
874,FLYTOP 250 OD,Insektisida
875,PUANORIS 50 SP,Fungisida
876,INGROBASSA 515 EC,Insektisida
877,MONKEY 40 SP,Insektisida
878,DKAZTROZOL PLUS 375 SC,Fungisida
879,DYNASTY 400 SL,Insektisida
880,REXXONE 276 SL,Herbisida
881,BIOZEB 80 WP,Fungisida
882,PAMERIN 200 EC,Insektisida
883,INTERPRID 25 WP,Insektisida
884,KENCIS 50 EC,Insektisida
885,Fumiguard 99 GA,Fumigan
886,FERADIPO 500 SL,Insektisida
887,FLASH 20 WG,Herbisida
888,FULLSTOP 325 SC,Fungisida
889,STRATAGEM 0.005 BB,Rodentisida
890,SANTRINO 350 EC,Insektisida
891,PELITA 480 SL,Herbisida
892,DKMEKTIN 18 EC,Insektisida
893,MEKTIXONE 177 SL*,Herbisida
894,"2,4-D ACID 98 TC ",Herbisida
895,P-GLUFOSINAT 90 TC,Herbisida
896,TRACKER 480 EC,Herbisida
897,REVITHRIN 25 EC,Insektisida
898,HIT ONE PUSH 2 AE,Pestisida Rumah Tangga
899,GASTOR 100 PA,Zat Pengatur Tumbuh Tanaman
900,BM ZEBCO 80 WP,Fungisida
901,RANEVO 30/250 EC ,Insektisida
902,BM MASCONIL 50 SC,Insektisida
903,DUMIL 40 SP,Insektisida
904,TRICHOSIDA WP,Fungisida
905,CYTROZIN 60/20 WG,Insektisida
906,ABAKTIN 18 EC,Insektisida
907,EGOIST 300 SC,Fungisida
908,MONEY 865 SL,Herbisida
909,VIKAR 10 PA,Zat Pengatur Tumbuh Tanaman
910,VAPE 0.075 MC,Pestisida Rumah Tangga
911,SANVORY 75 WP,Fungisida
912,TRICYNEX 75 WP,Fungisida
913,TUREX WP,Insektisida
914,MULTITOMIL 40 SP,Insektisida
915,VERSUS 250 EC ,Insektisida
916,FENTIN ASETAT 95 TC,Moluskisida
917,AXOLOT 40/160 SC,Insektisida
918,HIT 36 MV,Pestisida Rumah Tangga
919,SIHALOFOP BUTIL 97 TC,Herbisida
920,Calaris 550 SC,Herbisida
921,NAVIGATOR 200 SL ,Insektisida
922,LIVEON 220 EC,Insektisida
923,MOVENTO ENERGY 240 SC,Insektisida
924,SUMETIN 36/250 EC,Insektisida
925,LESENTA 80 WG,Insektisida
926,PHENTHOATE 90 TC,Insektisida
927,AMATIN 24 EC,Insektisida
928,"FERTERRA 0,4 GR",Insektisida
929,NEW PRIMAXONE 75 SL,Herbisida
930,AGADI 50 SC,Insektisida
931,KAIPAL 200 EC,Insektisida
932,MOLTOVIN 345/35 SC,Fungisida
933,"ORY LURE 0,0005 SL",Atraktan / Feromon
934,JOSSBAN 600 EC,Insektisida
935,FENTOP 30 EC,Insektisida
936,LANNATE 40 SP,Insektisida
937,SAKARUM 550 EC,Insektisida
938,FAST 50 EC,Insektisida
939,TRIDARIS 500/50 SC,Herbisida
940,MILENIUM 60 WG ,Insektisida
941,BELAWAN 365 EC,Insektisida
942,BIOTRIN 350 EC,Insektisida
943,INVINSI 70 WG,Insektisida
944,KINGKONG 0.15 MC,Pestisida Rumah Tangga
945,RUMBA 500 EC,Insektisida
946,SANDOVIN 85 WP,Insektisida
947,PYRINEX 480 EC,Insektisida
948,CHLORPYRIFOS 97 TC,Insektisida
949,HIT 66.67 MV,Pestisida Rumah Tangga
950,HONTO 10/30/15 WP,Herbisida
951,DANAUP 490 SL ,Herbisida
952,QUINZEB 80 WP,Fungisida
953,FORESTER 550/20 EC,Insektisida
954,HIT 6.03 AE,Pestisida Rumah Tangga
955,BYPASS 60/20 WG,Insektisida
956,FASTOP 100 EC,Insektisida
957,GIBREL 10 SP,Zat Pengatur Tumbuh Tanaman
958,STRONG 333 EC,Insektisida
959,BASMIRATA 15 WP,Herbisida
960,ABLE 100 EC,Insektisida
961,CURZATE 8/64 WP,Fungisida
962,BOSSCO 400 SC,Herbisida
963,PUNTO 200 SL,Insektisida
964,NARAXONE 320 SL* ,Herbisida
965,PENTACUR 722 SL,Fungisida
966,VAPE 0.081 MC,Pestisida Rumah Tangga
967,TRACER 120 SC,Insektisida
968,SPAR 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
969,KERING 300 SL*,Herbisida
970,MANDAR 45 WP,Insektisida
971,ALIKA 247 ZC,Insektisida
972,TRUCKTOR 80 WP,Fungisida
973,SIDASTAR 300/100 SL,Herbisida
974,DHARMASAN 600 EC,Insektisida
975,DEL UP 490 SL,Herbisida
976,SANDOUP 480 SL,Herbisida
977,ACASH 300 EC,Fungisida
978,CANTRIO 50 WG,Insektisida
979,MITISUN 570 EC,Akarisida
980,JOEWUP 486 SL,Herbisida
981,EVISET 50 SP,Insektisida
982,GROUNDUP EVO 490 SL,Herbisida
983,SRI HANG US 150 SL,Herbisida
984,DELTAMETRIN 98 TC,Insektisida
985,VICURE 200/100 EC,Fungisida
986,WEEDKILL 480 SL,Herbisida
987,MATIKUS 80 P,Rodentisida
988,NETOXIN 400 SL,Insektisida
989,ALIGATOR 350 EC,Insektisida
990,A Class 2.43 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
991,AKROSTAR 40 WP,Fungisida
992,ALADIN 865 SL ,Herbisida
993,MARCOZ 63/12 WP,Fungisida
994,PROGIBB 40 SG,Zat Pengatur Tumbuh Tanaman
995,IMIDACLOPRID 95 TC  ,Insektisida
996,ZASSO 555/55 SC,Herbisida
997,HIT MAGIC 0.08 FU,Pestisida Rumah Tangga
998,PRIMA-SORB 440 SL,Herbisida
999,MOLTOVIN 345/35 SC,Fungisida
1000,COBA 5 JAN 22,Akarisida
1001,"BIOKUM 0,005 BB",Rodentisida
1002,HIT 60 MV,Pestisida Rumah Tangga
1003,QUICKBAYT 10 WG,Pestisida Pengendalian Vektor Penyakit Pada Manusia
1004,CYMOX 50 WP,Fungisida
1005,Acticide B20,Pestisida lain-lain
1006,HIT MAGIC 1 MV,Pestisida Rumah Tangga
1007,DKBENTA PLUS 432 SL,Herbisida
1008,ROCIMA™ 631 Biocide,Pestisida lain-lain
1009,KON UP 480 SL,Herbisida
1010,DAITONA 400 EC,Insektisida
1011,TESLA 495 EC,Fungisida
1012,ANTONG 75 SP,Insektisida
1013,Z-ZIMOX 20 WP,Fungisida
1014,DETRANS-1209 95 TC,Insektisida
1015,Multizeb 80 WP,Fungisida
1016,MM-TOP 490 SL,Herbisida
1017,FOLICUR 25 WP,Fungisida
1018,BESGRIMEX 36 EC,Insektisida
1019,VAPE 0.05 AL,Pestisida Rumah Tangga
1020,CALLICRON 500 EC,Insektisida
1021,HIT EXPERT 0.65 AE,Pestisida Rumah Tangga
1022,KIMIDA 200 SL,Insektisida
1023,GARANG 135 SL,Herbisida
1024,SMASH 100 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
1025,Innosei ® CPO,Bakterisida
1026,AMPANG 240 SL,Herbisida
1027,OBSESSI 400 SL,Insektisida
1028,BISPAC 100 SC,Herbisida
1029,PROFENOFOS 95 TC,Insektisida
1030,Innosei ® DMP,Bakterisida
1031,ALTOSID 1.3 GR,Insektisida
1032,TAMIZ 120/160 SE,Fungisida
1033,Primo Maxx 120 SL,Zat Pengatur Tumbuh Tanaman
1034,Gramoxone 135 SL,Herbisida
1035,MITSUFURON 20 WG,Herbisida
1036,Jentika 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
1037,YOSAN 575 EC,Insektisida
1038,BEVTEK WP,Insektisida
1039,HIT EXPERT 0.19 AE,Pestisida Rumah Tangga
1040,DANAXONE 135 SL*,Herbisida
1041,RUUM UP 500 SL ,Herbisida
1042,"2,4-D DIMETIL AMINA 75 TC",Herbisida
1043,DEMORF 60 WP,Fungisida
1044,VALANCE 288 EC,Herbisida
1045,KENFAS 100 EC,Insektisida
1046,X-COL 75 WP,Fungisida
1047,ADMIL 160 SL,Herbisida
1048,ZERAM 250 EC,Herbisida
1049,DIMEHIPO 95 TC,Insektisida
1050,DELTAMEX 40 EC,Insektisida
1051,"PESTOR 20,02 EC",Fungisida
1052,SATYAZEB 80 WP,Fungisida
1053,KUROX 500 EC,Insektisida
1054,TAMIGON 25 EC,Insektisida
1055,BUPROSIDA 100 EC,Insektisida
1056,PARAKUAT DIKLORIDA 42 TC,Herbisida
1057,FASTRIN 100 EC,Insektisida
1058,PRIMAFURON 20 WG,Herbisida
1059,OMNI-FUR 3 GR,Insektisida
1060,HASTA-88 150 SL,Herbisida
1061,LAMBDA CYHALOTHRIN 95 TC,Insektisida
1062,MOSPEL 0.015MC,Pestisida Rumah Tangga
1063,DETANNEB 80 WP,Fungisida
1064,BUDASI 55 WP,Insektisida
1065,TROBINTOP 250/150 SC,Fungisida
1066,FLUROXYPYR MEPTHYL 95 TC,Herbisida
1067,KENDIZOL 250 EC,Fungisida
1068,KONVOI 336 OD,Herbisida
1069,BATLE 278/22 EC,Insektisida
1070,CAMPAIGN 480 SL,Herbisida
1071,SODIAK 400 SC,Herbisida
1072,GROWNIL 75 WP,Fungisida
1073,TEMEGUARD 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
1074,VICTORY 75 WP,Fungisida
1075,TRONTON 50 EC,Insektisida
1076,PROMITE PLUS 20/20 WP,Akarisida
1077,Ban-Drol 400 EC,Insektisida
1078,HANSTAR PLUS 600/60 EC,Insektisida
1079,NIZIN 60/10 WG,Insektisida
1080,SANTREL 10 PA,Zat Pengatur Tumbuh Tanaman
1081,BIOTRACOL WP,Fungisida
1082,Hogasan 27 AL,Pestisida Rumah Tangga
1083,COPRAL 500 SC,Herbisida
1084,TOPSIN M 70 WP,Fungisida
1085,Z-OFF 60/20 WG,Insektisida
1086,PASTOP 490 SL,Herbisida
1087,MOSNON TB,Pestisida Rumah Tangga
1088,KETAVE 100 SL,Insektisida
1089,KALIANDRA 482 EC,Insektisida
1090,MAIZOATE 50 SG,Insektisida
1091,STROBO 400 SC,Fungisida
1092,ENIGMA 21 EC,Insektisida
1093,Efatop 100 PA,Zat Pengatur Tumbuh Tanaman
1094,CALIWA ULTRA 60/9 WP,Fungisida
1095,Calaris 550 SC,Herbisida
1096,MESOTRION 97 TC,Herbisida
1097,ORCHESTRA 480 SC,Insektisida
1098,GERBERA 100 EC,Insektisida
1099,FUMIPHOS 56 TB,Fumigan
1100,AVIDOR 25 WP,Insektisida
1101,ASIACOL 70 WP,Fungisida
1102,HIGRADE 200 EC,Insektisida
1103,PARAKUAT DIKLORIDA 42 TC,Herbisida
1104,PARTNER 240 SL,Herbisida
1105,ALODI 15 WG,Herbisida
1106,VORAXOR 250/125 SC,Herbisida
1107,ATABRON 50 EC,Insektisida
1108,BESTAR 200 SL,Herbisida
1109,RAJABRANTAS 200 SL,Herbisida
1110,CLEANNER 30 EC,Insektisida
1111,KRESNOID 60 WP,Moluskisida
1112,EKSAMIN 865 SL,Herbisida
1113,"AUTAN 14,05 AE",Repelen
1114,CLARISA 500/50 SC,Herbisida
1115,QIUTANE 80 WP,Fungisida
1116,PRIMA-MOX 20 WP,Fungisida
1117,WYNCAFOS 200 SL,Herbisida
1118,VAPE A 0.78 AE,Pestisida Rumah Tangga
1119,CADILAC 80 WP,Fungisida
1120,HIT 49 MV,Pestisida Rumah Tangga
1121,KINGSTAR 84 WG,Fungisida
1122,DIEGO 225/25 EC,Insektisida
1123,PILARZOX 85/170 SC,Fungisida
1124,ACEP 722 SL,Fungisida
1125,LEBUR 480 SL,Herbisida
1126,BIOMONE 0.0007 GR,Zat Pengatur Tumbuh Tanaman
1127,PIRAS 120 SL,Insektisida
1128,SKIN VAPE 20 LT,Repelen
1129,MEPHOS 56P*,Fumigan
1130,SAMBAS 700 EC,Insektisida
1131,INDOMOXAN 20 WP,Fungisida
1132,NAZOLE 50 SC,Fungisida
1133,ALIRON 20 WG,Herbisida
1134,BASAMID 98 GR,Nematisida
1135,ACTICIDE SPX,Bakterisida
1136,VISTA 400 SL,Insektisida
1137,PRIMACLOR 75 WP,Fungisida
1138,TERMINATE 100 EC,Bahan pengawet kayu
1139,COBA PESTISIDA 250 SL,
1140,EMCLOPIR 300/20 EC,Insektisida
1141,EXRAN 100 EC,Herbisida
1142,ONE PUSH VAPE 4.8 AE,Pestisida Rumah Tangga
1143,VAYEGO 200 SC,Insektisida
1144,MAGNAPHOS 56 PB*,Fumigan
1145,XTRAMATE 200 EC,Insektisida
1146,BENLOX 50 WP,Fungisida
1147,ADOPT 250 SC,Fungisida
1148,MUNICH 20 EC,Insektisida
1149,BM MONAZ 400/70 OL,Fungisida
1150,EMAMEKTIN BENZOAT 70 TC,Insektisida
1151,Kordek™ MLX Industrial Microbicide,Pestisida lain-lain
1152,BENIX 550 SC,Herbisida
1153,SUGARMAX 500 SC,Herbisida
1154,NARASTAR 160 SL,Herbisida
1155,FLUROXYPYR MEPTYL HEPTYL ESTER 97 TC,Herbisida
1156,BARESTAN 60 WP,Moluskisida
1157,RAINCOZEB 80 WP,Fungisida
1158,PAENAMAXI WP,Fungisida
1159,MINECTO XTRA 200/200 SC,Insektisida
1160,FLOTEX 5 PA,Zat Pengatur Tumbuh Tanaman
1161,SYSCON 64/8 WP,Fungisida
1162,HIT MAGIC 0.07 FU,Pestisida Rumah Tangga
1163,PRIMA-CEL 18 EC,Insektisida
1164,PRIMA-TRON 135 SL,Herbisida
1165,TIFLO 80 WG,Fungisida
1166,VAPE 0.1 MC,Insektisida
1167,GIFT 190/10 SC,Insektisida
1168,KING AP 220/5.1 SL,Herbisida
1169,TRIMMER 18 EC ,Insektisida
1170,ERAKUS 80 P,Rodentisida
1171,ALIETTE 80 WP,Fungisida
1172,Alude 20/40 WG,Insektisida
1173,ZIOFY 50 WG,Insektisida
1174,TANIUP 480 SL,Herbisida
1175,ASIAPON 10 PA,Zat Pengatur Tumbuh Tanaman
1176,EMAMECTIN BENZOATE 70 % TC,Insektisida
1177,ABASTAR 290 SC,Insektisida
1178,IGUAL 276 SL*,Herbisida
1179,SUPERFOS 550 EC,Insektisida
1180,FITONIL 75 WP,Fungisida
1181,FITOZEB 80 WP,Fungisida
1182,Nama / Merek Dagang,Akarisida
1183,ZORO 5 GR,Insektisida
1184,DENSE 70 WP,Fungisida
1185,PUANORIS 50 SP,Fungisida
1186,PREVICUR N 722 SL,Fungisida
1187,CAPTURE 100 EC,Insektisida
1188,BESCOZEB 80 WP,Fungisida
1189,BURNEGG 100/25 SC,Insektisida
1190,ALAP 160 SL,Herbisida
1191,INTEGRITY 668 EC,Herbisida
1192,BM CYCHLOPHOS 500/50 EC,Insektisida
1193,SERVOXON 140 SL,Herbisida
1194,PRIMAX 480/1 SL,Herbisida
1195,FAJARIS 240 SL,Herbisida
1196,PROFENOFOS 95 TC,Insektisida
1197,Autan 140 AL,Repelen
1198,Rexroot 480 SL,Herbisida
1199,ALFAPON 100 PA ,Zat Pengatur Tumbuh Tanaman
1200,SALSA 550/55 EC,Insektisida
1201,GENIE 40 SP,Insektisida
1202,Roundup Powermax 660 SL,Herbisida
1203,TARANTULA 50 WP,Insektisida
1204,AMCOMEC 18 EC,Insektisida
1205,Pajero 230 EC,Insektisida
1206,DANATAN 400 SL,Insektisida
1207,SIENA 150 SC,Herbisida
1208,PHANTOM 64/8 WP,Fungisida
1209,PheriumTM AL,Atraktan / Feromon
1210,WERENGIN 20/60 WG,Insektisida
1211,TERMIKON 15 EC,Bahan pengawet kayu
1212,AGRIMETRIN 300 EC,Insektisida
1213,BIOTARA 300 SC,Insektisida
1214,DIPHO 290 SL,Insektisida
1215,SIBUTOX 6 GR,Moluskisida
1216,GALAFOS 600/60 EC,Insektisida
1217,HERBINATOR 80 WG,Herbisida
1218,DURAMIN 865 SL,Herbisida
1219,ASPRIL 100 SC,Insektisida
1220,CHEETAH 490 SL,Zat Pengatur Tumbuh Tanaman
1221,COBA 29 DESEMBER 2021,Fungisida
1222,LASER 300 EC,Insektisida
1223,HIT 0.30 MC,Pestisida Rumah Tangga
1224,VAPE ULTRA 0.015 MC,Insektisida
1225,123testdenof,Bahan pengawet kayu
1226,ASTANA 85 WP,Moluskisida
1227,FONETTE 100 PA,Zat Pengatur Tumbuh Tanaman
1228,DICAMBA 98 TC,Herbisida
1229,ACEMAIN 75 SP,Insektisida
1230,SONKEI 230/95/25 EC,Herbisida
1231,ALPHAS 50 EC,Insektisida
1232,PELITA 480 SL,Herbisida
1233,DOLPHIN 55 WP,Fungisida
1234,FENTAS 200 EC,Insektisida
1235,PANDAWA 60 WP,Insektisida
1236,VAPE 6.1 LV,Pestisida Rumah Tangga
1237,LAVA 276 SL,Herbisida
1238,CONASOL 50 SC,Fungisida
1239,CONVEY COMPLETE 310 SC,Herbisida
1240,JUNO 15/385 SE,Herbisida
1241,Vertibak 60 SP,Herbisida
1242,STARAS 100/35/20 EC,Insektisida
1243,STARLORD 100 CS,Insektisida
1244,BERNAS 250 EC,Fungisida
